company_slug,company,insurance_type,product,status,path,pages,bytes,sha256,http_status,content_type,collected_at,source_url,landing_page,error
db-insurance,DB Insurance,travel,프로미 다이렉트 프리미엄해외여행보험(CM),verified-pdf,docs/policy/db-insurance/travel/72-db-insurance-travel.pdf,222,3000325,1b97fdf5c78b66f75d36ff89453a94d8b86ee231201766b6e3b5b0b2305d74e3,200,application/pdf;charset=UTF-8,2026-08-03,https://www.idbins.com/cYakgwanDown.do?FilePath=InsProduct/20260701_%ED%94%84%EB%A1%9C%EB%AF%B8%20%EB%8B%A4%EC%9D%B4%EB%A0%89%ED%8A%B8%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84%ED%95%B4%EC%99%B8%EC%97%AC%ED%96%89%EB%B3%B4%ED%97%98%28CM%29_%EB%B3%B4%ED%97%98%EC%95%BD%EA%B4%80.pdf,https://www.idbins.com/FWMAIV1534.do,
db-insurance,DB Insurance,pet,무배당 프로미라이프 다이렉트 펫블리 반려견보험2607(CM),verified-pdf,docs/policy/db-insurance/pet/73-db-insurance-pet.pdf,320,4860272,218202c11d6093a758910ccbb0c64e41a6aa428f6fa665632960fa09ca65b2f1,200,application/pdf;charset=UTF-8,2026-08-03,https://www.idbins.com/cYakgwanDown.do?FilePath=InsProduct/%EC%95%BD%EA%B4%80_31119%2809%29_20260701.pdf,https://www.idbins.com/FWMAIV1534.do,
hyundai-marine,Hyundai Marine & Fire Insurance,auto,하이카 개인용자동차보험 2026-07-01,download-error,docs/policy/hyundai-marine/auto/74-hyundai-marine-auto.pdf,,,,,,2026-08-03,https://www.hi.co.kr/FileActionServlet/preview/0/data/202606/02a65c5bf7e7ce20e07b31d4533c9dfa.pdf,https://www.hi.co.kr/serviceAction.do?menuId=100932,"ConnectionError: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
hyundai-marine,Hyundai Marine & Fire Insurance,driver,무배당 현대해상다이렉트 운전자보험 Hi2605,verified-pdf,docs/policy/hyundai-marine/driver/75-hyundai-marine-driver.pdf,229,4280389,8dce133804a0c4efc4cfd98698cd77f9dd9b6392fad8b720ad14c78780ce1a7c,200,application/pdf,2026-08-03,https://direct.hi.co.kr/dhNAS/terms/CM210S_20260507.pdf,https://direct.hi.co.kr/service.do?m=c91a5781ba,
hyundai-marine,Hyundai Marine & Fire Insurance,fire-property,Hi-주택화재상해보험,verified-pdf,docs/policy/hyundai-marine/fire-property/76-hyundai-marine-fire-property.pdf,130,3418463,92dd4c07573fb011668a9cf7dc5d3a6fa8b5c2eced103922cbfab8db6e731845,200,application/pdf,2026-08-03,https://direct.hi.co.kr/dhNAS/terms/CM4960_20240709.pdf,https://direct.hi.co.kr/service.do?m=96a3e8a561,
hyundai-marine,Hyundai Marine & Fire Insurance,liability,재난배상책임보험,verified-pdf,docs/policy/hyundai-marine/liability/77-hyundai-marine-liability.pdf,56,2742873,544fec7117856b76258b550faa6446a16b05362478b555cb2f12b7a1b9e4de49,200,application/pdf,2026-08-03,https://direct.hi.co.kr/file/GI/disasterReparation.pdf,https://www.hi.co.kr/serviceAction.do?menuId=100932,
hyundai-marine,Hyundai Marine & Fire Insurance,travel,다이렉트 해외여행보험 2026-06-06,verified-pdf,docs/policy/hyundai-marine/travel/78-hyundai-marine-travel.pdf,162,3688208,19fcd2966b4d17fdca41bd8edfdfff028a4de3ba38ed3574e83406262ec3c878,200,application/pdf,2026-08-03,https://direct.hi.co.kr/dhNAS/terms/CM8403_20260606.pdf,https://direct.hi.co.kr/service.do?m=7435d816d2,
hyundai-marine,Hyundai Marine & Fire Insurance,pet,무배당 현대해상다이렉트 굿앤굿 우리펫보험 Hi2511,verified-pdf,docs/policy/hyundai-marine/pet/79-hyundai-marine-pet.pdf,211,4864998,c0caf85dd7dc64eeda1d34ace9e9f748a4801be4cb8c0ee52d5cd2a4d55bffc6,200,application/pdf,2026-08-03,https://direct.hi.co.kr/dhNAS/terms/CM110H_20251105.pdf,https://direct.hi.co.kr/service.do?m=78ee531539&petType=D,
hyundai-marine,Hyundai Marine & Fire Insurance,accident,골프보험,verified-pdf,docs/policy/hyundai-marine/accident/80-hyundai-marine-accident.pdf,71,2964738,57cc63cbc5e15d7d0893d7c9b1b35c60514443d1d29097b04a67c20f3de1e2dc,200,application/pdf,2026-08-03,https://direct.hi.co.kr/file/GI/golfInsurances.pdf,https://direct.hi.co.kr/service.do?m=1e760af7b1,
hyundai-marine,Hyundai Marine & Fire Insurance,child-health,무배당 현대해상 굿앤굿어린이종합보험Q Hi2607,verified-pdf,docs/policy/hyundai-marine/child-health/81-hyundai-marine-child-health.pdf,1119,20996472,3d082639b579ec203a5cbffed1417b998ad2b7dd13df13e30836453b7c6bcb07,200,application/pdf; charset=UTF-8,2026-08-03,https://www.hi.co.kr/FileActionServlet/preview/0/data/store/child_clause.pdf,https://www.hi.co.kr/serviceAction.do?menuId=929000,
hyundai-marine,Hyundai Marine & Fire Insurance,health,무배당 현대해상다이렉트 퍼펙트건강보험 Hi2607,verified-pdf,docs/policy/hyundai-marine/health/82-hyundai-marine-health.pdf,308,5222424,dd1bd8ebe93a07f106bb2d9fa0b445d509815541a4b0fb87e2a067222fef4f01,200,application/pdf,2026-08-03,https://direct.hi.co.kr/dhNAS/terms/CM11P1_20260701.pdf,https://direct.hi.co.kr/service.do?m=8885e86ec1,
hyundai-marine,Hyundai Marine & Fire Insurance,cyber,하이사이버안심보험,verified-pdf,docs/policy/hyundai-marine/cyber/83-hyundai-marine-cyber.pdf,47,1603644,2e6daa0fe92ac48692f7898a305f2d802ef4721200dfcb1e43c8ee49979b4c81,200,application/pdf,2026-08-03,https://direct.hi.co.kr/dhNAS/terms/CM7723_20260101.pdf,https://www.hi.co.kr/serviceAction.do?menuId=100932,
kb-insurance,KB Insurance,auto,KB 개인용자동차보험 2026-07-14,verified-pdf,docs/policy/kb-insurance/auto/84-kb-insurance-auto.pdf,230,4152474,27759a45f50e42fe457bdf652928538a93773fced43d452f640c443d970d6d06,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=41048,https://direct.kbinsure.co.kr/home/app/views/ws/car/individual/DS03_CAR_INDV_IS001M_static.html,
kb-insurance,KB Insurance,driver,KB 플러스 운전자상해보험(무배당)(26.07),verified-pdf,docs/policy/kb-insurance/driver/85-kb-insurance-driver.pdf,651,10390000,ae4011855990406b93f0e3ed78be4d4265119ab4e42dab5eeb5a7a9b44172ea2,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=25326,https://www.kbinsure.co.kr/CG301040001.ec,
kb-insurance,KB Insurance,indemnity-medical,KB손보 실손의료비보장보험(무배당)(26.07),verified-pdf,docs/policy/kb-insurance/indemnity-medical/86-kb-insurance-indemnity-medical.pdf,163,4305454,077251c3dbfca3c0234748b28e76c79f37a5682c0209b6555f1726ca6f58d590,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=25370,https://www.kbinsure.co.kr/CG302090001.ec,
kb-insurance,KB Insurance,fire-property,KB 다이렉트 주택화재보험(무배당)(26.01),verified-pdf,docs/policy/kb-insurance/fire-property/87-kb-insurance-fire-property.pdf,313,5691105,cc1970710f17f4182336db4bd018d8173a2acb6b97fe28e6eff325dfb2676c2f,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=25058,https://www.kbinsure.co.kr/CG305030001.ec,
kb-insurance,KB Insurance,liability,승강기사고배상책임보험,verified-pdf,docs/policy/kb-insurance/liability/88-kb-insurance-liability.pdf,81,432872,b755c3b449ce84268ff714e364bb18924fa6e7108b5acc6f369c43f3ade06309,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=14171,https://www.kbinsure.co.kr/CG802030001.ec,
kb-insurance,KB Insurance,travel,KB해외여행보험(Ⅲ),verified-pdf,docs/policy/kb-insurance/travel/89-kb-insurance-travel.pdf,200,1341282,9ec2477a7ba5b559f09b84a22e4b02894be37f15add88f042ad12502cd5f7892,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=15339,https://www.kbinsure.co.kr/CG802030001.ec,
kb-insurance,KB Insurance,pet,KB 금쪽같은 펫보험(강아지)(무배당)(26.07),verified-pdf,docs/policy/kb-insurance/pet/90-kb-insurance-pet.pdf,195,4950832,852d4fe181aefb32c5e6e1dc01d5d39e475e00d05e335398139d4464e400b64d,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=25343,https://www.kbinsure.co.kr/CG313010001.ec,
kb-insurance,KB Insurance,accident,KB 다치면 보장받는 플러스 상해보험(무배당)(26.07),verified-pdf,docs/policy/kb-insurance/accident/91-kb-insurance-accident.pdf,390,7697557,576a5f2aac52729ec1f4f160c097208ab52fe80fff2cb3a63f1401cdc784a888,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=25321,https://www.kbinsure.co.kr/CG802030001.ec,
kb-insurance,KB Insurance,child-health,KB 금쪽같은 자녀보험Plus(무배당)(26.07),verified-pdf,docs/policy/kb-insurance/child-health/92-kb-insurance-child-health.pdf,1248,22294356,c64d02d5455f846756310773cb0d42bba77d842118e5defbc077787432fecef6,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=25282,https://www.kbinsure.co.kr/CG302010001.ec,
kb-insurance,KB Insurance,health,KB Yes!365 건강보험(세만기)(무배당)(26.07),verified-pdf,docs/policy/kb-insurance/health/93-kb-insurance-health.pdf,1188,18530671,94d5f713efeaa3f3713e2589e843c77e65122f412c600e4a25a934a229649b0a,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=25257,https://www.kbinsure.co.kr/CG802030001.ec,
kb-insurance,KB Insurance,cyber,피싱·해킹금융사기보상보험(Ⅱ),verified-pdf,docs/policy/kb-insurance/cyber/94-kb-insurance-cyber.pdf,52,322237,edb3077a834cb1a71d8f8077d37ffd44588ecabcc65cd188fea683e7bf022558,200,application/octet-stream,2026-08-03,https://www.kbinsure.co.kr/pop/CR301010002.ec?pdcd=17388,https://www.kbinsure.co.kr/CG802030001.ec,
hanwha-general,Hanwha General Insurance,driver,운전자보험 약관 2025-04,verified-pdf,docs/policy/hanwha-general/driver/95-hanwha-general-driver.pdf,12,147640,dbf57f2b34c842412e597dc25f8c80e761582c0733c7a935641279f2417e7246,200,application/pdf;charset=UTF-8,2026-08-03,https://www.hwgeneralins.com/upload/hmpag_upload/product/unj_250401.pdf,https://www.hwgeneralins.com/notice/ir/product-ing01.do,
hanwha-general,Hanwha General Insurance,travel,해외여행보험 약관 2026-06,verified-pdf,docs/policy/hanwha-general/travel/96-hanwha-general-travel.pdf,160,1582276,2704a8b79cc94d1f687845f4a67d82ed1a8859fa02978b54f3388a26e6c26d2a,200,application/pdf;charset=UTF-8,2026-08-03,https://www.hwgeneralins.com/upload/hmpag_upload/product/abroad(2606)_03.pdf,https://www.hwgeneralins.com/notice/ir/product-ing01.do,
hanwha-general,Hanwha General Insurance,pet,한화펫플러스보험(반려견) 약관 2026-01,verified-pdf,docs/policy/hanwha-general/pet/97-hanwha-general-pet.pdf,39,475171,2f6b7af3b23fb0d11fd02d4f43ccec8b0d8400682d56486d326e96bdaf8304d6,200,application/pdf;charset=UTF-8,2026-08-03,https://www.hwgeneralins.com/upload/hmpag_upload/product/pet_s_dog(2601)_03.pdf,https://www.hwgeneralins.com/notice/ir/product-ing01.do,
hanwha-general,Hanwha General Insurance,fire-property,주택화재보험 약관 2026-02,verified-pdf,docs/policy/hanwha-general/fire-property/98-hanwha-general-fire-property.pdf,96,906677,d5c28896523bae2c28a9d90affd98def368b44571d0d69b355437ba180668101,200,application/pdf;charset=UTF-8,2026-08-03,https://www.hwgeneralins.com/upload/hmpag_upload/product/housefire(2602)_03.pdf,https://www.hwgeneralins.com/notice/ir/product-ing01.do,
hanwha-general,Hanwha General Insurance,liability,드론종합보험 약관 2026-01,verified-pdf,docs/policy/hanwha-general/liability/99-hanwha-general-liability.pdf,35,414872,58164a46cacfc09bae5cc5f222328d8feaa6a11355f77c69223b6c6517410ff9,200,application/pdf;charset=UTF-8,2026-08-03,https://www.hwgeneralins.com/upload/hmpag_upload/product/drone(2601)_03.pdf,https://www.hwgeneralins.com/notice/ir/product-ing01.do,
hanwha-general,Hanwha General Insurance,accident,상해보험 약관 2026-01,verified-pdf,docs/policy/hanwha-general/accident/100-hanwha-general-accident.pdf,95,1006696,22ebd0dfa192addd6b0d1be4bc7edd8eb998756f9b630791e3e16bbd301478a3,200,application/pdf;charset=UTF-8,2026-08-03,https://www.hwgeneralins.com/upload/hmpag_upload/product/wound(2601)_03.pdf,https://www.hwgeneralins.com/notice/ir/product-ing01.do,
hanwha-general,Hanwha General Insurance,cyber,사이버보험 약관 2026-01,verified-pdf,docs/policy/hanwha-general/cyber/101-hanwha-general-cyber.pdf,45,461711,631cccaeccbd23a881f7eb5d08c16fc66d534e4a22f6c6dc834940c13c813584,200,application/pdf;charset=UTF-8,2026-08-03,https://www.hwgeneralins.com/upload/hmpag_upload/product/cyber(2601)_03.pdf,https://www.hwgeneralins.com/notice/ir/product-ing01.do,
carrot-fire,Carrot General Insurance,auto,캐롯 자동차보험 개인용 약관 2026-06-09,verified-pdf,docs/policy/carrot-fire/auto/102-carrot-fire-auto.pdf,249,2101960,ab117bbca7da5444de6ca8804f0f929e66cf939c00e2f9741581bad4abc1b567,200,application/pdf,2026-08-03,https://www.carrotins.com/cdn/dis/doc/pdf/disclosure/car/CA00244001/terms/CA00244001_20260609_01.pdf,https://www.carrotins.com/desktop/disclosure/sale/,
carrot-fire,Carrot General Insurance,driver,캐롯투게더운전자보험 약관 2026-01-01,verified-pdf,docs/policy/carrot-fire/driver/103-carrot-fire-driver.pdf,185,1832588,329e8ef7503775295ef28803a9b4a33d26cb4c1895a6910785ab354700420749,200,application/pdf,2026-08-03,https://www.carrotins.com/cdn/dis/doc/pdf/disclosure/general/FA00103002/terms/FA00103002_20260101_01.pdf,https://www.carrotins.com/desktop/disclosure/sale/,
carrot-fire,Carrot General Insurance,travel,캐롯해외여행보험 약관 2026-06-06,verified-pdf,docs/policy/carrot-fire/travel/104-carrot-fire-travel.pdf,157,1568056,b14a933e72afed5978eeb673eb8d6ad0120874ff403bb5b0f3c0b05279da0b35,200,application/pdf,2026-08-03,https://www.carrotins.com/cdn/dis/doc/pdf/disclosure/general/FA00045001/terms/FA00045001_20260606_01.pdf,https://www.carrotins.com/desktop/disclosure/sale/,
carrot-fire,Carrot General Insurance,pet,캐롯 펫보험(반려견) 약관 2025-09-01,verified-pdf,docs/policy/carrot-fire/pet/105-carrot-fire-pet.pdf,44,580285,f6988001fda9f06c0609ad92f2bc6449d687921ac5c45c9682561db01a8e623b,200,application/pdf,2026-08-03,https://www.carrotins.com/cdn/dis/doc/pdf/disclosure/general/FA00136003/terms/FA00136003_20250901_01.pdf,https://www.carrotins.com/desktop/disclosure/sale/,
carrot-fire,Carrot General Insurance,fire-property,캐롯주택종합보험 약관 2025-10-01,verified-pdf,docs/policy/carrot-fire/fire-property/106-carrot-fire-fire-property.pdf,91,854952,725d3d7c949b69ca6ddc3d9b984e7ceb94279c0d8f50a8fc8fb94abd529402a1,200,application/pdf,2026-08-03,https://www.carrotins.com/cdn/dis/doc/pdf/disclosure/general/FA10020002/terms/FA10020002_20251001_01.pdf,https://www.carrotins.com/desktop/disclosure/sale/,
carrot-fire,Carrot General Insurance,liability,캐롯내가게배상책임보험 약관 2025-01-01,verified-pdf,docs/policy/carrot-fire/liability/107-carrot-fire-liability.pdf,97,904076,8a9b5db5b03ac448702416c122161baa84ff15adbe19a230d606f575ce569b61,200,application/pdf,2026-08-03,https://www.carrotins.com/cdn/dis/doc/pdf/disclosure/general/FA10014001/terms/FA10014001_20250101_01.pdf,https://www.carrotins.com/desktop/disclosure/sale/,
carrot-fire,Carrot General Insurance,group,캐롯단체상해보험 약관 2025-09-01,verified-pdf,docs/policy/carrot-fire/group/108-carrot-fire-group.pdf,394,3065883,eebbb13d93f1295378fa541cf19120579e0bcb393d1d3297cd7079e57a9ec516,200,application/pdf,2026-08-03,https://www.carrotins.com/cdn/dis/doc/pdf/disclosure/general/FA10018001/terms/FA10018001_20250901_01.pdf,https://www.carrotins.com/desktop/disclosure/sale/,
carrot-fire,Carrot General Insurance,cyber,캐롯피싱·해킹금융사기안심보험 약관 2025-09-01,verified-pdf,docs/policy/carrot-fire/cyber/109-carrot-fire-cyber.pdf,34,528122,cb00ddbbc21fd9cde77a19e4a15bb9b75b50c12a7cb37810fe07b0bac74fbde0,200,application/pdf,2026-08-03,https://www.carrotins.com/cdn/dis/doc/pdf/disclosure/general/FA00092002/terms/FA00092002_20250901_01.pdf,https://www.carrotins.com/desktop/disclosure/sale/,
meritz-fire,Meritz Fire & Marine Insurance,driver,무배당 메리츠 운전자 상해 종합보험2607,not-pdf,docs/policy/meritz-fire/driver/23-meritz-fire-driver.pdf,,120,474568fefa618c1790878549d3347f084e626fe801c4813a87a7b8a49ef0d189,200,text/html,2026-08-03,https://store.meritzfire.com/hp/fileDownload.do?path=cMjHrUP7C1rK2GPNMJyIQ61t7wq0JhEZhJukP4HCUwS6AXgu9U%2BZHNaNWZIm9ZJ1&id=cMjHrUP7C1rK2GPNMJyIQ61t7wq0JhEZhJukP4HCUwS6AXgu9U%2BZHNaNWZIm9ZJ1&orgFileName=%28%EB%AC%B4%29+%EB%A9%94%EB%A6%AC%EC%B8%A0+%EC%9A%B4%EC%A0%84%EC%9E%90+%EC%83%81%ED%95%B4+%EC%A2%85%ED%95%A9%EB%B3%B4%ED%97%982607.pdf&pdfView=Y,https://store.meritzfire.com/auto-and-driver/all-lifecare-driver.do#!/,
hyundai-marine,Hyundai Marine & Fire Insurance,auto,하이카 개인용자동차보험 2026-07-01,verified-pdf,docs/policy/hyundai-marine/auto/74-hyundai-marine-auto.pdf,180,15735164,2c1684f93ce7999dc18b56328717aeb04099f93052c03ca83c72d423df71d9eb,200,application/pdf; charset=UTF-8,2026-08-03,https://www.hi.co.kr/FileActionServlet/preview/0/data/202606/02a65c5bf7e7ce20e07b31d4533c9dfa.pdf,https://www.hi.co.kr/serviceAction.do?menuId=100932,
meritz-fire,Meritz Fire & Marine Insurance,driver,무배당 메리츠 운전자 상해 종합보험2607,not-pdf,docs/policy/meritz-fire/driver/23-meritz-fire-driver.pdf,,120,474568fefa618c1790878549d3347f084e626fe801c4813a87a7b8a49ef0d189,200,text/html,2026-08-03,https://store.meritzfire.com/hp/fileDownload.do?path=cMjHrUP7C1rK2GPNMJyIQ61t7wq0JhEZhJukP4HCUwS6AXgu9U%2BZHNaNWZIm9ZJ1&id=cMjHrUP7C1rK2GPNMJyIQ61t7wq0JhEZhJukP4HCUwS6AXgu9U%2BZHNaNWZIm9ZJ1&orgFileName=%28%EB%AC%B4%29+%EB%A9%94%EB%A6%AC%EC%B8%A0+%EC%9A%B4%EC%A0%84%EC%9E%90+%EC%83%81%ED%95%B4+%EC%A2%85%ED%95%A9%EB%B3%B4%ED%97%982607.pdf&pdfView=Y,https://store.meritzfire.com/auto-and-driver/all-lifecare-driver.do#!/,
db-life,DB Life,whole,(무) 10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404),verified-pdf,docs/policy/db-life/whole/40-db-life-whole.pdf,92,3836436,6ede6769dbe1a5acb55e373f5c975bd60fa78d41f5d5108cd7d082a86998e0d9,200,application/octet-stream;;charset=utf-8,2026-08-03,https://www.idblife.com/notice/product/prov/file?publishNo=3257&fileGb=3%20&fileSeq=71741,https://www.idblife.com/notice/product/sale,
lina-life,Lina Life Insurance,health,무배당 라이나브레인케어건강보험(해약환급금 미지급형Ⅱ)_1종(뉴노멀고지Ⅰ),verified-pdf,docs/policy/lina-life/health/41-lina-life-health.pdf,51,1918566,fc170cd09c09eac1405a6d00478540c49faacf85cfb3a5761b22dbf8d2136248,200,application/pdf,2026-08-03,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00455001_1_P.pdf,https://www.lina.co.kr/disclosure/product-public-announcement/product-on-sales?key=0,
dongyang-life,Dongyang Life Insurance,child-health,무배당 우리 WON 하는 쑥쑥어린이보장보험,verified-pdf,docs/policy/dongyang-life/child-health/112-dongyang-life-child-health.pdf,450,8140864,4d71877317275211970fd15f86788a9e17976125550670ba81ba121955370486,200,application/octet-stream;charset=UTF-8,2026-08-03,https://pbano.myangel.co.kr/process/CO_ComDownload?_biz_op_code=FDL&FILE_GRP_ID=34D0mcpfsYSfFW9xjpmkXNjMFfW9lb5J,https://pbano.myangel.co.kr/paging/WE_AC_WEPAAP020100L,
dongyang-life,Dongyang Life Insurance,cancer,무배당 우리 WON 하는 암보험,verified-pdf,docs/policy/dongyang-life/cancer/113-dongyang-life-cancer.pdf,1495,23481763,68651fdd403cf7561a45111a3cb33dd921525eb1b0ff23a15066d4eeda5607cd,200,application/octet-stream;charset=UTF-8,2026-08-03,https://pbano.myangel.co.kr/process/CO_ComDownload?_biz_op_code=FDL&FILE_GRP_ID=34D0mcpfsYTtnFS3GP9AAJDqg6OKYhoA,https://pbano.myangel.co.kr/paging/WE_AC_WEPAAP020100L,
dongyang-life,Dongyang Life Insurance,dementia-ltc,무배당 우리 WON 하는 치매간병보험,verified-pdf,docs/policy/dongyang-life/dementia-ltc/114-dongyang-life-dementia-ltc.pdf,1901,29530578,81ad62f16757a4ddaf0c05fad2f18e0a18442422e514a4db52e9841c3a7c5f10,200,application/octet-stream;charset=UTF-8,2026-08-03,https://pbano.myangel.co.kr/process/CO_ComDownload?_biz_op_code=FDL&FILE_GRP_ID=34D0mcpfsYTtnFS3GP9AACII0JVDZLkE,https://pbano.myangel.co.kr/paging/WE_AC_WEPAAP020100L,
kyobo-life,Kyobo Life Insurance,whole,교보간편 K-실속종신보험 (무배당),verified-pdf,docs/policy/kyobo-life/whole/115-kyobo-life-whole.pdf,861,7336699,7db8a69d4907e3e4bd3b792c4e260e7ecf8b0732396daeea6a28ff2c3d189662,200,application/pdf,2026-08-03,https://www.kyobo.com/file/ajax/download?fName=/dtc/pdf/mm/ZTVjOWIxYzEt_%EA%B5%90%EB%B3%B4%EA%B0%84%ED%8E%B8K-%EC%8B%A4%EC%86%8D%EC%A2%85%EC%8B%A0%EB%B3%B4%ED%97%98%20%5BD%5D(%EB%AC%B4%EB%B0%B0%EB%8B%B9)%20%ED%86%B5%ED%95%A9%EC%95%BD%EA%B4%80(2026.01.01).pdf,https://www.kyobo.com/dgt/web/disclosure/product_disclosure,
kb-life,KB Life Insurance,annuity,KB 트리플 레벨업 연금보험 (무배당),verified-pdf,docs/policy/kb-life/annuity/116-kb-life-annuity.pdf,166,4053922,bb0719ec87942f7859e4dfcbe01440a99bf9644c5dbbb04df5cf818a0462616d,200,application/pdf,2026-08-03,https://www.kblife.co.kr/api/archive/archives/download/product-terms/501615830/2,https://www.kblife.co.kr,
kb-life,KB Life Insurance,annuity,KB 넥스트 레벨업 연금보험 (무배당),verified-pdf,docs/policy/kb-life/annuity/117-kb-life-annuity-next.pdf,168,4071339,18407d277b99ad95ab508f0eef2030fc0d35b10719903114d8ac20c1875951f1,200,application/pdf,2026-08-03,https://www.kblife.co.kr/api/archive/archives/download/product-terms/501615854/2,https://www.kblife.co.kr,
shinhan-life,Shinhan Life Insurance,annuity,SOL메이트달러연금보험 (무배당),verified-pdf,docs/policy/shinhan-life/annuity/118-shinhan-life-annuity.pdf,144,2559344,6a8e6569c318fc93c0e227ebb639adfc6dd8a5de1f739facf39556a733da72cb,200,application/pdf,2026-08-03,https://www.shinhanlife.co.kr/bizxpress/cdh/cdhi/gd/pr/__etc/%ED%8C%90%EB%A7%A4%EC%95%BD%EA%B4%80_SOL%EB%A9%94%EC%9D%B4%ED%8A%B8%EB%8B%AC%EB%9F%AC%EC%97%B0%EA%B8%88%EB%B3%B4%ED%97%98(%EB%AC%B4%EB%B0%B0%EB%8B%B9)_20250701.pdf,https://www.shinhanlife.co.kr/hp/cdhc0010.do,
axa-fire,AXA General Insurance,driver,AXA마일리지 운전자상해보험Ⅱ (2601),verified-pdf,docs/policy/axa-fire/driver/119-axa-fire-driver-2026.pdf,453,10203552,92c480d8500fb2d1abe68d9250499b00b36da01110b1016b4e5cef835064cef4,200,application/pdf,2026-08-03,https://www.axa.co.kr/AsianPlatformInternet/doc/internet/public/mileage_provision2601(2604).pdf,https://www.axa.co.kr/AsianPlatformInternet/html/axacms/common/intro/disclosure/insurance/onsale_01.html,
